file_name,label,instrument,type_of_sound,root_note,chord_type
3659.wav,D:hdim7,non_guitar,Sadness_Pad,D,hdim7
3660.wav,D:hdim7/3,non_guitar,Sadness_Pad,D,hdim7/3
3661.wav,D:hdim7/5,non_guitar,Sadness_Pad,D,hdim7/5
3662.wav,D:hdim7/7,non_guitar,Sadness_Pad,D,hdim7/7
3663.wav,D#:hdim7,non_guitar,Sadness_Pad,D#,hdim7
3664.wav,D#:hdim7/3,non_guitar,Sadness_Pad,D#,hdim7/3
3665.wav,D#:hdim7/5,non_guitar,Sadness_Pad,D#,hdim7/5
3666.wav,D#:hdim7/7,non_guitar,Sadness_Pad,D#,hdim7/7
3667.wav,E:hdim7,non_guitar,Sadness_Pad,E,hdim7
3668.wav,E:hdim7/3,non_guitar,Sadness_Pad,E,hdim7/3
3669.wav,E:hdim7/5,non_guitar,Sadness_Pad,E,hdim7/5
3670.wav,E:hdim7/7,non_guitar,Sadness_Pad,E,hdim7/7
3671.wav,F:hdim7,non_guitar,Sadness_Pad,F,hdim7
3672.wav,F:hdim7/3,non_guitar,Sadness_Pad,F,hdim7/3
3673.wav,F:hdim7/5,non_guitar,Sadness_Pad,F,hdim7/5
3674.wav,F:hdim7/7,non_guitar,Sadness_Pad,F,hdim7/7
3675.wav,F#:hdim7,non_guitar,Sadness_Pad,F#,hdim7
3676.wav,F#:hdim7/3,non_guitar,Sadness_Pad,F#,hdim7/3
3677.wav,F#:hdim7/5,non_guitar,Sadness_Pad,F#,hdim7/5
3678.wav,F#:hdim7/7,non_guitar,Sadness_Pad,F#,hdim7/7
3679.wav,G:hdim7,non_guitar,Sadness_Pad,G,hdim7
3680.wav,G:hdim7/3,non_guitar,Sadness_Pad,G,hdim7/3
3681.wav,G:hdim7/5,non_guitar,Sadness_Pad,G,hdim7/5
3682.wav,G:hdim7/7,non_guitar,Sadness_Pad,G,hdim7/7
3683.wav,G#:hdim7,non_guitar,Sadness_Pad,G#,hdim7
3684.wav,G#:hdim7/3,non_guitar,Sadness_Pad,G#,hdim7/3
3685.wav,G#:hdim7/5,non_guitar,Sadness_Pad,G#,hdim7/5
3686.wav,G#:hdim7/7,non_guitar,Sadness_Pad,G#,hdim7/7
3687.wav,A:hdim7,non_guitar,Sadness_Pad,A,hdim7
3688.wav,A:hdim7/3,non_guitar,Sadness_Pad,A,hdim7/3
3689.wav,A:hdim7/5,non_guitar,Sadness_Pad,A,hdim7/5
3690.wav,A:hdim7/7,non_guitar,Sadness_Pad,A,hdim7/7
3691.wav,A#:hdim7,non_guitar,Sadness_Pad,A#,hdim7
3692.wav,A#:hdim7/3,non_guitar,Sadness_Pad,A#,hdim7/3
3693.wav,A#:hdim7/5,non_guitar,Sadness_Pad,A#,hdim7/5
3694.wav,A#:hdim7/7,non_guitar,Sadness_Pad,A#,hdim7/7
3695.wav,B:hdim7,non_guitar,Sadness_Pad,B,hdim7
3696.wav,B:hdim7/3,non_guitar,Sadness_Pad,B,hdim7/3
3697.wav,B:hdim7/5,non_guitar,Sadness_Pad,B,hdim7/5
3698.wav,B:hdim7/7,non_guitar,Sadness_Pad,B,hdim7/7
3699.wav,C:maj,non_guitar,Grand_Piano,C,maj
3700.wav,C:maj/3,non_guitar,Grand_Piano,C,maj/3
3701.wav,C:maj/5,non_guitar,Grand_Piano,C,maj/5
3702.wav,C#:maj,non_guitar,Grand_Piano,C#,maj
3703.wav,C#:maj/3,non_guitar,Grand_Piano,C#,maj/3
3704.wav,C#:maj/5,non_guitar,Grand_Piano,C#,maj/5
3705.wav,D:maj,non_guitar,Grand_Piano,D,maj
3706.wav,D:maj/3,non_guitar,Grand_Piano,D,maj/3
3707.wav,D:maj/5,non_guitar,Grand_Piano,D,maj/5
3708.wav,D#:maj,non_guitar,Grand_Piano,D#,maj
3709.wav,D#:maj/3,non_guitar,Grand_Piano,D#,maj/3
3710.wav,D#:maj/5,non_guitar,Grand_Piano,D#,maj/5
3711.wav,E:maj,non_guitar,Grand_Piano,E,maj
3712.wav,E:maj/3,non_guitar,Grand_Piano,E,maj/3
3713.wav,E:maj/5,non_guitar,Grand_Piano,E,maj/5
3714.wav,F:maj,non_guitar,Grand_Piano,F,maj
3715.wav,F:maj/3,non_guitar,Grand_Piano,F,maj/3
3716.wav,F:maj/5,non_guitar,Grand_Piano,F,maj/5
3717.wav,F#:maj,non_guitar,Grand_Piano,F#,maj
3718.wav,F#:maj/3,non_guitar,Grand_Piano,F#,maj/3
3719.wav,F#:maj/5,non_guitar,Grand_Piano,F#,maj/5
3720.wav,G:maj,non_guitar,Grand_Piano,G,maj
3721.wav,G:maj/3,non_guitar,Grand_Piano,G,maj/3
3722.wav,G:maj/5,non_guitar,Grand_Piano,G,maj/5
3723.wav,G#:maj,non_guitar,Grand_Piano,G#,maj
3724.wav,G#:maj/3,non_guitar,Grand_Piano,G#,maj/3
3725.wav,G#:maj/5,non_guitar,Grand_Piano,G#,maj/5
3726.wav,A:maj,non_guitar,Grand_Piano,A,maj
3727.wav,A:maj/3,non_guitar,Grand_Piano,A,maj/3
3728.wav,A:maj/5,non_guitar,Grand_Piano,A,maj/5
3729.wav,A#:maj,non_guitar,Grand_Piano,A#,maj
3730.wav,A#:maj/3,non_guitar,Grand_Piano,A#,maj/3
3731.wav,A#:maj/5,non_guitar,Grand_Piano,A#,maj/5
3732.wav,B:maj,non_guitar,Grand_Piano,B,maj
3733.wav,B:maj/3,non_guitar,Grand_Piano,B,maj/3
3734.wav,B:maj/5,non_guitar,Grand_Piano,B,maj/5
3735.wav,C:maj,non_guitar,Grand_Piano,C,maj
3736.wav,C:maj/3,non_guitar,Grand_Piano,C,maj/3
3737.wav,C:maj/5,non_guitar,Grand_Piano,C,maj/5
3738.wav,C#:maj,non_guitar,Grand_Piano,C#,maj
3739.wav,C#:maj/3,non_guitar,Grand_Piano,C#,maj/3
3740.wav,C#:maj/5,non_guitar,Grand_Piano,C#,maj/5
3741.wav,D:maj,non_guitar,Grand_Piano,D,maj
3742.wav,D:maj/3,non_guitar,Grand_Piano,D,maj/3
3743.wav,D:maj/5,non_guitar,Grand_Piano,D,maj/5
3744.wav,D#:maj,non_guitar,Grand_Piano,D#,maj
3745.wav,D#:maj/3,non_guitar,Grand_Piano,D#,maj/3
3746.wav,D#:maj/5,non_guitar,Grand_Piano,D#,maj/5
3747.wav,E:maj,non_guitar,Grand_Piano,E,maj
3748.wav,E:maj/3,non_guitar,Grand_Piano,E,maj/3
3749.wav,E:maj/5,non_guitar,Grand_Piano,E,maj/5
3750.wav,F:maj,non_guitar,Grand_Piano,F,maj
3751.wav,F:maj/3,non_guitar,Grand_Piano,F,maj/3
3752.wav,F:maj/5,non_guitar,Grand_Piano,F,maj/5
3753.wav,F#:maj,non_guitar,Grand_Piano,F#,maj
3754.wav,F#:maj/3,non_guitar,Grand_Piano,F#,maj/3
3755.wav,F#:maj/5,non_guitar,Grand_Piano,F#,maj/5
3756.wav,G:maj,non_guitar,Grand_Piano,G,maj
3757.wav,G:maj/3,non_guitar,Grand_Piano,G,maj/3
3758.wav,G:maj/5,non_guitar,Grand_Piano,G,maj/5
3759.wav,G#:maj,non_guitar,Grand_Piano,G#,maj
3760.wav,G#:maj/3,non_guitar,Grand_Piano,G#,maj/3
3761.wav,G#:maj/5,non_guitar,Grand_Piano,G#,maj/5
3762.wav,A:maj,non_guitar,Grand_Piano,A,maj
3763.wav,A:maj/3,non_guitar,Grand_Piano,A,maj/3
3764.wav,A:maj/5,non_guitar,Grand_Piano,A,maj/5
3765.wav,A#:maj,non_guitar,Grand_Piano,A#,maj
3766.wav,A#:maj/3,non_guitar,Grand_Piano,A#,maj/3
3767.wav,A#:maj/5,non_guitar,Grand_Piano,A#,maj/5
3768.wav,B:maj,non_guitar,Grand_Piano,B,maj
3769.wav,B:maj/3,non_guitar,Grand_Piano,B,maj/3
3770.wav,B:maj/5,non_guitar,Grand_Piano,B,maj/5
3771.wav,C:min,non_guitar,Grand_Piano,C,min
3772.wav,C:min/3,non_guitar,Grand_Piano,C,min/3
3773.wav,C:min/5,non_guitar,Grand_Piano,C,min/5
3774.wav,C#:min,non_guitar,Grand_Piano,C#,min
3775.wav,C#:min/3,non_guitar,Grand_Piano,C#,min/3
3776.wav,C#:min/5,non_guitar,Grand_Piano,C#,min/5
3777.wav,D:min,non_guitar,Grand_Piano,D,min
3778.wav,D:min/3,non_guitar,Grand_Piano,D,min/3
3779.wav,D:min/5,non_guitar,Grand_Piano,D,min/5
3780.wav,D#:min,non_guitar,Grand_Piano,D#,min
3781.wav,D#:min/3,non_guitar,Grand_Piano,D#,min/3
3782.wav,D#:min/5,non_guitar,Grand_Piano,D#,min/5
3783.wav,E:min,non_guitar,Grand_Piano,E,min
3784.wav,E:min/3,non_guitar,Grand_Piano,E,min/3
3785.wav,E:min/5,non_guitar,Grand_Piano,E,min/5
3786.wav,F:min,non_guitar,Grand_Piano,F,min
3787.wav,F:min/3,non_guitar,Grand_Piano,F,min/3
3788.wav,F:min/5,non_guitar,Grand_Piano,F,min/5
3789.wav,F#:min,non_guitar,Grand_Piano,F#,min
3790.wav,F#:min/3,non_guitar,Grand_Piano,F#,min/3
3791.wav,F#:min/5,non_guitar,Grand_Piano,F#,min/5
3792.wav,G:min,non_guitar,Grand_Piano,G,min
3793.wav,G:min/3,non_guitar,Grand_Piano,G,min/3
3794.wav,G:min/5,non_guitar,Grand_Piano,G,min/5
3795.wav,G#:min,non_guitar,Grand_Piano,G#,min
3796.wav,G#:min/3,non_guitar,Grand_Piano,G#,min/3
3797.wav,G#:min/5,non_guitar,Grand_Piano,G#,min/5
3798.wav,A:min,non_guitar,Grand_Piano,A,min
3799.wav,A:min/3,non_guitar,Grand_Piano,A,min/3
3800.wav,A:min/5,non_guitar,Grand_Piano,A,min/5
3801.wav,A#:min,non_guitar,Grand_Piano,A#,min
3802.wav,A#:min/3,non_guitar,Grand_Piano,A#,min/3
3803.wav,A#:min/5,non_guitar,Grand_Piano,A#,min/5
3804.wav,B:min,non_guitar,Grand_Piano,B,min
3805.wav,B:min/3,non_guitar,Grand_Piano,B,min/3
3806.wav,B:min/5,non_guitar,Grand_Piano,B,min/5
3807.wav,C:min,non_guitar,Grand_Piano,C,min
3808.wav,C:min/3,non_guitar,Grand_Piano,C,min/3
3809.wav,C:min/5,non_guitar,Grand_Piano,C,min/5
3810.wav,C#:min,non_guitar,Grand_Piano,C#,min
3811.wav,C#:min/3,non_guitar,Grand_Piano,C#,min/3
3812.wav,C#:min/5,non_guitar,Grand_Piano,C#,min/5
3813.wav,D:min,non_guitar,Grand_Piano,D,min
3814.wav,D:min/3,non_guitar,Grand_Piano,D,min/3
3815.wav,D:min/5,non_guitar,Grand_Piano,D,min/5
3816.wav,D#:min,non_guitar,Grand_Piano,D#,min
3817.wav,D#:min/3,non_guitar,Grand_Piano,D#,min/3
3818.wav,D#:min/5,non_guitar,Grand_Piano,D#,min/5
3819.wav,E:min,non_guitar,Grand_Piano,E,min
3820.wav,E:min/3,non_guitar,Grand_Piano,E,min/3
3821.wav,E:min/5,non_guitar,Grand_Piano,E,min/5
3822.wav,F:min,non_guitar,Grand_Piano,F,min
3823.wav,F:min/3,non_guitar,Grand_Piano,F,min/3
3824.wav,F:min/5,non_guitar,Grand_Piano,F,min/5
3825.wav,F#:min,non_guitar,Grand_Piano,F#,min
3826.wav,F#:min/3,non_guitar,Grand_Piano,F#,min/3
3827.wav,F#:min/5,non_guitar,Grand_Piano,F#,min/5
3828.wav,G:min,non_guitar,Grand_Piano,G,min
3829.wav,G:min/3,non_guitar,Grand_Piano,G,min/3
3830.wav,G:min/5,non_guitar,Grand_Piano,G,min/5
3831.wav,G#:min,non_guitar,Grand_Piano,G#,min
3832.wav,G#:min/3,non_guitar,Grand_Piano,G#,min/3
3833.wav,G#:min/5,non_guitar,Grand_Piano,G#,min/5
3834.wav,A:min,non_guitar,Grand_Piano,A,min
3835.wav,A:min/3,non_guitar,Grand_Piano,A,min/3
3836.wav,A:min/5,non_guitar,Grand_Piano,A,min/5
3837.wav,A#:min,non_guitar,Grand_Piano,A#,min
3838.wav,A#:min/3,non_guitar,Grand_Piano,A#,min/3
3839.wav,A#:min/5,non_guitar,Grand_Piano,A#,min/5
3840.wav,B:min,non_guitar,Grand_Piano,B,min
3841.wav,B:min/3,non_guitar,Grand_Piano,B,min/3
3842.wav,B:min/5,non_guitar,Grand_Piano,B,min/5
3843.wav,C:maj7,non_guitar,Grand_Piano,C,maj7
3844.wav,C:maj7/3,non_guitar,Grand_Piano,C,maj7/3
3845.wav,C:maj7/5,non_guitar,Grand_Piano,C,maj7/5
3846.wav,C:maj7/7,non_guitar,Grand_Piano,C,maj7/7
3847.wav,C#:maj7,non_guitar,Grand_Piano,C#,maj7
3848.wav,C#:maj7/3,non_guitar,Grand_Piano,C#,maj7/3
3849.wav,C#:maj7/5,non_guitar,Grand_Piano,C#,maj7/5
3850.wav,C#:maj7/7,non_guitar,Grand_Piano,C#,maj7/7
3851.wav,D:maj7,non_guitar,Grand_Piano,D,maj7
3852.wav,D:maj7/3,non_guitar,Grand_Piano,D,maj7/3
3853.wav,D:maj7/5,non_guitar,Grand_Piano,D,maj7/5
3854.wav,D:maj7/7,non_guitar,Grand_Piano,D,maj7/7
3855.wav,D#:maj7,non_guitar,Grand_Piano,D#,maj7
3856.wav,D#:maj7/3,non_guitar,Grand_Piano,D#,maj7/3
3857.wav,D#:maj7/5,non_guitar,Grand_Piano,D#,maj7/5
3858.wav,D#:maj7/7,non_guitar,Grand_Piano,D#,maj7/7
3859.wav,E:maj7,non_guitar,Grand_Piano,E,maj7
3860.wav,E:maj7/3,non_guitar,Grand_Piano,E,maj7/3
3861.wav,E:maj7/5,non_guitar,Grand_Piano,E,maj7/5
3862.wav,E:maj7/7,non_guitar,Grand_Piano,E,maj7/7
3863.wav,F:maj7,non_guitar,Grand_Piano,F,maj7
3864.wav,F:maj7/3,non_guitar,Grand_Piano,F,maj7/3
3865.wav,F:maj7/5,non_guitar,Grand_Piano,F,maj7/5
3866.wav,F:maj7/7,non_guitar,Grand_Piano,F,maj7/7
3867.wav,F#:maj7,non_guitar,Grand_Piano,F#,maj7
3868.wav,F#:maj7/3,non_guitar,Grand_Piano,F#,maj7/3
3869.wav,F#:maj7/5,non_guitar,Grand_Piano,F#,maj7/5
3870.wav,F#:maj7/7,non_guitar,Grand_Piano,F#,maj7/7
3871.wav,G:maj7,non_guitar,Grand_Piano,G,maj7
3872.wav,G:maj7/3,non_guitar,Grand_Piano,G,maj7/3
3873.wav,G:maj7/5,non_guitar,Grand_Piano,G,maj7/5
3874.wav,G:maj7/7,non_guitar,Grand_Piano,G,maj7/7
3875.wav,G#:maj7,non_guitar,Grand_Piano,G#,maj7
3876.wav,G#:maj7/3,non_guitar,Grand_Piano,G#,maj7/3
3877.wav,G#:maj7/5,non_guitar,Grand_Piano,G#,maj7/5
3878.wav,G#:maj7/7,non_guitar,Grand_Piano,G#,maj7/7
3879.wav,A:maj7,non_guitar,Grand_Piano,A,maj7
3880.wav,A:maj7/3,non_guitar,Grand_Piano,A,maj7/3
3881.wav,A:maj7/5,non_guitar,Grand_Piano,A,maj7/5
3882.wav,A:maj7/7,non_guitar,Grand_Piano,A,maj7/7
3883.wav,A#:maj7,non_guitar,Grand_Piano,A#,maj7
3884.wav,A#:maj7/3,non_guitar,Grand_Piano,A#,maj7/3
3885.wav,A#:maj7/5,non_guitar,Grand_Piano,A#,maj7/5
3886.wav,A#:maj7/7,non_guitar,Grand_Piano,A#,maj7/7
3887.wav,B:maj7,non_guitar,Grand_Piano,B,maj7
3888.wav,B:maj7/3,non_guitar,Grand_Piano,B,maj7/3
3889.wav,B:maj7/5,non_guitar,Grand_Piano,B,maj7/5
3890.wav,B:maj7/7,non_guitar,Grand_Piano,B,maj7/7
3891.wav,C:maj7,non_guitar,Grand_Piano,C,maj7
3892.wav,C:maj7/3,non_guitar,Grand_Piano,C,maj7/3
3893.wav,C:maj7/5,non_guitar,Grand_Piano,C,maj7/5
3894.wav,C:maj7/7,non_guitar,Grand_Piano,C,maj7/7
3895.wav,C#:maj7,non_guitar,Grand_Piano,C#,maj7
3896.wav,C#:maj7/3,non_guitar,Grand_Piano,C#,maj7/3
3897.wav,C#:maj7/5,non_guitar,Grand_Piano,C#,maj7/5
3898.wav,C#:maj7/7,non_guitar,Grand_Piano,C#,maj7/7
3899.wav,D:maj7,non_guitar,Grand_Piano,D,maj7
3900.wav,D:maj7/3,non_guitar,Grand_Piano,D,maj7/3
3901.wav,D:maj7/5,non_guitar,Grand_Piano,D,maj7/5
3902.wav,D:maj7/7,non_guitar,Grand_Piano,D,maj7/7
3903.wav,D#:maj7,non_guitar,Grand_Piano,D#,maj7
3904.wav,D#:maj7/3,non_guitar,Grand_Piano,D#,maj7/3
3905.wav,D#:maj7/5,non_guitar,Grand_Piano,D#,maj7/5
3906.wav,D#:maj7/7,non_guitar,Grand_Piano,D#,maj7/7
3907.wav,E:maj7,non_guitar,Grand_Piano,E,maj7
3908.wav,E:maj7/3,non_guitar,Grand_Piano,E,maj7/3
3909.wav,E:maj7/5,non_guitar,Grand_Piano,E,maj7/5
3910.wav,E:maj7/7,non_guitar,Grand_Piano,E,maj7/7
3911.wav,F:maj7,non_guitar,Grand_Piano,F,maj7
3912.wav,F:maj7/3,non_guitar,Grand_Piano,F,maj7/3
3913.wav,F:maj7/5,non_guitar,Grand_Piano,F,maj7/5
3914.wav,F:maj7/7,non_guitar,Grand_Piano,F,maj7/7
3915.wav,F#:maj7,non_guitar,Grand_Piano,F#,maj7
3916.wav,F#:maj7/3,non_guitar,Grand_Piano,F#,maj7/3
3917.wav,F#:maj7/5,non_guitar,Grand_Piano,F#,maj7/5
3918.wav,F#:maj7/7,non_guitar,Grand_Piano,F#,maj7/7
3919.wav,G:maj7,non_guitar,Grand_Piano,G,maj7
3920.wav,G:maj7/3,non_guitar,Grand_Piano,G,maj7/3
3921.wav,G:maj7/5,non_guitar,Grand_Piano,G,maj7/5
3922.wav,G:maj7/7,non_guitar,Grand_Piano,G,maj7/7
3923.wav,G#:maj7,non_guitar,Grand_Piano,G#,maj7
3924.wav,G#:maj7/3,non_guitar,Grand_Piano,G#,maj7/3
3925.wav,G#:maj7/5,non_guitar,Grand_Piano,G#,maj7/5
3926.wav,G#:maj7/7,non_guitar,Grand_Piano,G#,maj7/7
3927.wav,A:maj7,non_guitar,Grand_Piano,A,maj7
3928.wav,A:maj7/3,non_guitar,Grand_Piano,A,maj7/3
3929.wav,A:maj7/5,non_guitar,Grand_Piano,A,maj7/5
3930.wav,A:maj7/7,non_guitar,Grand_Piano,A,maj7/7
3931.wav,A#:maj7,non_guitar,Grand_Piano,A#,maj7
3932.wav,A#:maj7/3,non_guitar,Grand_Piano,A#,maj7/3
3933.wav,A#:maj7/5,non_guitar,Grand_Piano,A#,maj7/5
3934.wav,A#:maj7/7,non_guitar,Grand_Piano,A#,maj7/7
3935.wav,B:maj7,non_guitar,Grand_Piano,B,maj7
3936.wav,B:maj7/3,non_guitar,Grand_Piano,B,maj7/3
3937.wav,B:maj7/5,non_guitar,Grand_Piano,B,maj7/5
3938.wav,B:maj7/7,non_guitar,Grand_Piano,B,maj7/7
3939.wav,C:min7,non_guitar,Grand_Piano,C,min7
3940.wav,C:min7/3,non_guitar,Grand_Piano,C,min7/3
3941.wav,C:min7/5,non_guitar,Grand_Piano,C,min7/5
3942.wav,C:min7/7,non_guitar,Grand_Piano,C,min7/7
3943.wav,C#:min7,non_guitar,Grand_Piano,C#,min7
3944.wav,C#:min7/3,non_guitar,Grand_Piano,C#,min7/3
3945.wav,C#:min7/5,non_guitar,Grand_Piano,C#,min7/5
3946.wav,C#:min7/7,non_guitar,Grand_Piano,C#,min7/7
3947.wav,D:min7,non_guitar,Grand_Piano,D,min7
3948.wav,D:min7/3,non_guitar,Grand_Piano,D,min7/3
3949.wav,D:min7/5,non_guitar,Grand_Piano,D,min7/5
3950.wav,D:min7/7,non_guitar,Grand_Piano,D,min7/7
3951.wav,D#:min7,non_guitar,Grand_Piano,D#,min7
3952.wav,D#:min7/3,non_guitar,Grand_Piano,D#,min7/3
3953.wav,D#:min7/5,non_guitar,Grand_Piano,D#,min7/5
3954.wav,D#:min7/7,non_guitar,Grand_Piano,D#,min7/7
3955.wav,E:min7,non_guitar,Grand_Piano,E,min7
3956.wav,E:min7/3,non_guitar,Grand_Piano,E,min7/3
3957.wav,E:min7/5,non_guitar,Grand_Piano,E,min7/5
3958.wav,E:min7/7,non_guitar,Grand_Piano,E,min7/7
3959.wav,F:min7,non_guitar,Grand_Piano,F,min7
3960.wav,F:min7/3,non_guitar,Grand_Piano,F,min7/3
3961.wav,F:min7/5,non_guitar,Grand_Piano,F,min7/5
3962.wav,F:min7/7,non_guitar,Grand_Piano,F,min7/7
3963.wav,F#:min7,non_guitar,Grand_Piano,F#,min7
3964.wav,F#:min7/3,non_guitar,Grand_Piano,F#,min7/3
3965.wav,F#:min7/5,non_guitar,Grand_Piano,F#,min7/5
3966.wav,F#:min7/7,non_guitar,Grand_Piano,F#,min7/7
3967.wav,G:min7,non_guitar,Grand_Piano,G,min7
3968.wav,G:min7/3,non_guitar,Grand_Piano,G,min7/3
3969.wav,G:min7/5,non_guitar,Grand_Piano,G,min7/5
3970.wav,G:min7/7,non_guitar,Grand_Piano,G,min7/7
3971.wav,G#:min7,non_guitar,Grand_Piano,G#,min7
3972.wav,G#:min7/3,non_guitar,Grand_Piano,G#,min7/3
3973.wav,G#:min7/5,non_guitar,Grand_Piano,G#,min7/5
3974.wav,G#:min7/7,non_guitar,Grand_Piano,G#,min7/7
3975.wav,A:min7,non_guitar,Grand_Piano,A,min7
3976.wav,A:min7/3,non_guitar,Grand_Piano,A,min7/3
3977.wav,A:min7/5,non_guitar,Grand_Piano,A,min7/5
3978.wav,A:min7/7,non_guitar,Grand_Piano,A,min7/7
3979.wav,A#:min7,non_guitar,Grand_Piano,A#,min7
3980.wav,A#:min7/3,non_guitar,Grand_Piano,A#,min7/3
3981.wav,A#:min7/5,non_guitar,Grand_Piano,A#,min7/5
3982.wav,A#:min7/7,non_guitar,Grand_Piano,A#,min7/7
3983.wav,B:min7,non_guitar,Grand_Piano,B,min7
3984.wav,B:min7/3,non_guitar,Grand_Piano,B,min7/3
3985.wav,B:min7/5,non_guitar,Grand_Piano,B,min7/5
3986.wav,B:min7/7,non_guitar,Grand_Piano,B,min7/7
3987.wav,C:min7,non_guitar,Grand_Piano,C,min7
3988.wav,C:min7/3,non_guitar,Grand_Piano,C,min7/3
3989.wav,C:min7/5,non_guitar,Grand_Piano,C,min7/5
3990.wav,C:min7/7,non_guitar,Grand_Piano,C,min7/7
3991.wav,C#:min7,non_guitar,Grand_Piano,C#,min7
3992.wav,C#:min7/3,non_guitar,Grand_Piano,C#,min7/3
3993.wav,C#:min7/5,non_guitar,Grand_Piano,C#,min7/5
3994.wav,C#:min7/7,non_guitar,Grand_Piano,C#,min7/7
3995.wav,D:min7,non_guitar,Grand_Piano,D,min7
3996.wav,D:min7/3,non_guitar,Grand_Piano,D,min7/3
3997.wav,D:min7/5,non_guitar,Grand_Piano,D,min7/5
3998.wav,D:min7/7,non_guitar,Grand_Piano,D,min7/7
3999.wav,D#:min7,non_guitar,Grand_Piano,D#,min7
4000.wav,D#:min7/3,non_guitar,Grand_Piano,D#,min7/3
4001.wav,D#:min7/5,non_guitar,Grand_Piano,D#,min7/5
4002.wav,D#:min7/7,non_guitar,Grand_Piano,D#,min7/7
4003.wav,E:min7,non_guitar,Grand_Piano,E,min7
4004.wav,E:min7/3,non_guitar,Grand_Piano,E,min7/3
4005.wav,E:min7/5,non_guitar,Grand_Piano,E,min7/5
4006.wav,E:min7/7,non_guitar,Grand_Piano,E,min7/7
4007.wav,F:min7,non_guitar,Grand_Piano,F,min7
4008.wav,F:min7/3,non_guitar,Grand_Piano,F,min7/3
4009.wav,F:min7/5,non_guitar,Grand_Piano,F,min7/5
4010.wav,F:min7/7,non_guitar,Grand_Piano,F,min7/7
4011.wav,F#:min7,non_guitar,Grand_Piano,F#,min7
4012.wav,F#:min7/3,non_guitar,Grand_Piano,F#,min7/3
4013.wav,F#:min7/5,non_guitar,Grand_Piano,F#,min7/5
4014.wav,F#:min7/7,non_guitar,Grand_Piano,F#,min7/7
4015.wav,G:min7,non_guitar,Grand_Piano,G,min7
4016.wav,G:min7/3,non_guitar,Grand_Piano,G,min7/3
4017.wav,G:min7/5,non_guitar,Grand_Piano,G,min7/5
4018.wav,G:min7/7,non_guitar,Grand_Piano,G,min7/7
4019.wav,G#:min7,non_guitar,Grand_Piano,G#,min7
4020.wav,G#:min7/3,non_guitar,Grand_Piano,G#,min7/3
4021.wav,G#:min7/5,non_guitar,Grand_Piano,G#,min7/5
4022.wav,G#:min7/7,non_guitar,Grand_Piano,G#,min7/7
4023.wav,A:min7,non_guitar,Grand_Piano,A,min7
4024.wav,A:min7/3,non_guitar,Grand_Piano,A,min7/3
4025.wav,A:min7/5,non_guitar,Grand_Piano,A,min7/5
4026.wav,A:min7/7,non_guitar,Grand_Piano,A,min7/7
4027.wav,A#:min7,non_guitar,Grand_Piano,A#,min7
4028.wav,A#:min7/3,non_guitar,Grand_Piano,A#,min7/3
4029.wav,A#:min7/5,non_guitar,Grand_Piano,A#,min7/5
4030.wav,A#:min7/7,non_guitar,Grand_Piano,A#,min7/7
4031.wav,B:min7,non_guitar,Grand_Piano,B,min7
4032.wav,B:min7/3,non_guitar,Grand_Piano,B,min7/3
4033.wav,B:min7/5,non_guitar,Grand_Piano,B,min7/5
4034.wav,B:min7/7,non_guitar,Grand_Piano,B,min7/7
4035.wav,C:5,non_guitar,Grand_Piano,C,5
4036.wav,C:5/5,non_guitar,Grand_Piano,C,5/5
4037.wav,C#:5,non_guitar,Grand_Piano,C#,5
4038.wav,C#:5/5,non_guitar,Grand_Piano,C#,5/5
4039.wav,D:5,non_guitar,Grand_Piano,D,5
4040.wav,D:5/5,non_guitar,Grand_Piano,D,5/5
4041.wav,D#:5,non_guitar,Grand_Piano,D#,5
4042.wav,D#:5/5,non_guitar,Grand_Piano,D#,5/5
4043.wav,E:5,non_guitar,Grand_Piano,E,5
4044.wav,E:5/5,non_guitar,Grand_Piano,E,5/5
4045.wav,F:5,non_guitar,Grand_Piano,F,5
4046.wav,F:5/5,non_guitar,Grand_Piano,F,5/5
4047.wav,F#:5,non_guitar,Grand_Piano,F#,5
4048.wav,F#:5/5,non_guitar,Grand_Piano,F#,5/5
4049.wav,G:5,non_guitar,Grand_Piano,G,5
4050.wav,G:5/5,non_guitar,Grand_Piano,G,5/5
4051.wav,G#:5,non_guitar,Grand_Piano,G#,5
4052.wav,G#:5/5,non_guitar,Grand_Piano,G#,5/5
4053.wav,A:5,non_guitar,Grand_Piano,A,5
4054.wav,A:5/5,non_guitar,Grand_Piano,A,5/5
4055.wav,A#:5,non_guitar,Grand_Piano,A#,5
4056.wav,A#:5/5,non_guitar,Grand_Piano,A#,5/5
4057.wav,B:5,non_guitar,Grand_Piano,B,5
4058.wav,B:5/5,non_guitar,Grand_Piano,B,5/5
4059.wav,C:5,non_guitar,Grand_Piano,C,5
4060.wav,C:5/5,non_guitar,Grand_Piano,C,5/5
4061.wav,C#:5,non_guitar,Grand_Piano,C#,5
4062.wav,C#:5/5,non_guitar,Grand_Piano,C#,5/5
4063.wav,D:5,non_guitar,Grand_Piano,D,5
4064.wav,D:5/5,non_guitar,Grand_Piano,D,5/5
4065.wav,D#:5,non_guitar,Grand_Piano,D#,5
4066.wav,D#:5/5,non_guitar,Grand_Piano,D#,5/5
4067.wav,E:5,non_guitar,Grand_Piano,E,5
4068.wav,E:5/5,non_guitar,Grand_Piano,E,5/5
