file_name,root_note,chord_type,instrument,0:C,1:C#,2:D,3:D#,4:E,5:F,6:F#,7:G,8:G#,9:A,10:A#,11:B
3333.wav,7,maj7/5,non_guitar,0.6708413,0.6648344,1.1428227,2.0,0.9736413,0.42415348,0.5216704,0.57643396,1.1693827,0.7916476,0.74010575,0.84932697
3334.wav,7,maj7/7,non_guitar,0.5735108,0.49268323,0.69172,1.3209932,2.0,0.8070297,0.5448011,0.5406529,1.171458,0.82825863,0.71244484,1.1972504
3335.wav,8,maj7,non_guitar,0.88003963,0.6518719,0.6800367,0.8711333,1.3561742,1.4757001,0.84285223,0.7888642,1.1815112,2.0,0.8095696,0.8845387
3336.wav,8,maj7/3,non_guitar,1.3416088,0.6090746,0.50071096,0.52433574,0.86567366,0.8798468,0.5686873,0.5990467,0.9508773,2.0,0.8766106,0.75396687
3337.wav,8,maj7/5,non_guitar,1.1482493,0.71126807,0.8204821,1.2228088,2.0,1.1009744,0.62236845,0.7365947,0.9734781,1.5929798,0.7894948,0.66663265
3338.wav,8,maj7/7,non_guitar,1.1668699,0.93118393,0.9316046,0.99700284,1.5639884,1.6424029,0.71884346,0.710761,0.7867308,0.9992883,0.6161741,0.72483695
3339.wav,9,maj7,non_guitar,1.1275502,1.5574554,1.0195286,1.0348828,1.0470238,1.1775849,1.2027787,0.9077292,0.8668457,0.951808,2.0,1.1698152
3340.wav,9,maj7/3,non_guitar,0.94732916,1.2920461,0.9653928,0.7037965,0.6128032,1.0126178,1.1925673,0.7664701,0.71081626,0.9562973,2.0,1.0498636
3341.wav,9,maj7/5,non_guitar,0.92334616,1.7610939,1.0336447,0.83758837,0.9481101,1.6100571,1.1905237,0.8758374,0.8605075,0.8982973,1.0331378,0.80533934
3342.wav,9,maj7/7,non_guitar,1.1226151,1.655774,1.2241559,1.0718266,0.97353566,1.2661083,1.9631679,1.4357405,1.053391,1.1297059,1.3702719,0.8772739
3343.wav,10,maj7,non_guitar,0.8869448,0.8824947,1.1701839,0.7352795,0.64393896,0.71897006,1.0548904,1.0993563,0.7437043,0.6876521,0.9081475,2.0
3344.wav,10,maj7/3,non_guitar,0.92869866,0.838995,1.3095937,0.7128671,0.5393778,0.6119164,0.85488653,0.94180727,0.5545871,0.57209885,0.828484,2.0
3345.wav,10,maj7/5,non_guitar,0.8198767,0.877028,1.533784,0.96025926,0.795652,0.86674434,1.7165534,1.1944087,0.6468166,0.6033933,0.7225295,1.2629821
3346.wav,10,maj7/7,non_guitar,0.4761381,0.70113724,1.0816971,0.6543047,0.5592578,0.5989107,1.3423029,2.0,0.758469,0.5009637,0.5252798,0.6447482
3347.wav,11,maj7,non_guitar,2.0,1.1048908,0.91644883,0.97687393,0.4886545,0.4981299,0.755883,0.8968775,0.8254113,0.62567234,0.6545525,0.9266187
3348.wav,11,maj7/3,non_guitar,2.0,0.7779592,0.52160895,0.6975702,0.45193952,0.4116634,0.3745849,0.80307436,0.7625396,0.5488318,0.53749716,0.71462685
3349.wav,11,maj7/5,non_guitar,1.0307671,0.67212296,0.7881169,1.0117023,0.47240704,0.51266074,0.8280474,2.0,1.224138,0.66528773,0.5969849,0.7993859
3350.wav,11,maj7/7,non_guitar,0.8901535,0.6626593,0.68581355,0.9358634,0.66869855,0.560981,0.7927593,1.3629086,2.0,0.8188536,0.6162404,0.5833259
3351.wav,0,maj7,non_guitar,0.93777585,2.0,0.93696934,0.7203379,0.66151893,0.5044597,0.56143934,0.78068167,1.0451206,0.94269276,0.55715483,0.5857965
3352.wav,0,maj7/3,non_guitar,0.8519602,2.0,1.0070561,0.6264671,0.6494175,0.46354687,0.37751174,0.47410247,0.8213312,0.804552,0.51225257,0.5904339
3353.wav,0,maj7/5,non_guitar,0.8289247,1.1942316,1.03109,0.8752816,0.7815136,0.58740264,0.5255934,0.8812729,2.0,1.0676173,0.6569045,0.68080187
3354.wav,0,maj7/7,non_guitar,0.7946063,0.8879287,0.81487274,0.755311,1.0318267,0.8022342,0.6941128,0.8636639,1.4221424,2.0,0.888834,0.7913966
3355.wav,1,maj7,non_guitar,0.6691298,0.83180517,2.0,0.9768878,0.8462718,0.69207776,0.5769332,0.5485927,0.90026724,1.2283221,0.89836514,0.5991723
3356.wav,1,maj7/3,non_guitar,0.49913943,0.7409673,2.0,0.9570831,0.54821503,0.569308,0.45979697,0.34576294,0.4283018,0.7197448,0.55558753,0.44214565
3357.wav,1,maj7/5,non_guitar,0.7009062,0.7999605,1.329152,0.83424366,0.60643446,0.58079743,0.52006197,0.529067,0.80116963,1.6086676,0.9741121,0.57998675
3358.wav,1,maj7/7,non_guitar,0.45895123,0.4891817,0.7096188,0.501227,0.44503492,0.66164994,0.53131384,0.5002505,0.5145625,1.4315228,2.0,0.7564568
3359.wav,2,maj7,non_guitar,0.6363476,0.5364764,0.73873043,2.0,1.0826073,0.6718911,0.7219401,0.50878036,0.48973835,0.5357084,0.83815545,1.0399663
3360.wav,2,maj7/3,non_guitar,0.3553974,0.43586624,0.71968156,2.0,0.6904821,0.49705017,0.66496396,0.32718158,0.2860937,0.3308817,0.5882672,0.37403134
3361.wav,2,maj7/5,non_guitar,0.78585345,0.76179665,0.9073308,1.1650926,0.6783861,0.8072162,0.99812603,0.6854042,0.8200124,1.0511422,2.0,1.3108262
3362.wav,2,maj7/7,non_guitar,1.0020244,0.7164886,0.7822996,0.8937832,0.74737465,0.70792294,1.1673207,0.8502671,0.78587663,0.7904197,1.5980612,1.9549894
3363.wav,3,min7,non_guitar,0.9754941,0.70399296,0.6891795,0.9285177,0.62830323,0.67931783,0.9195787,2.0,0.8912059,0.60195744,0.89516574,0.87306404
3364.wav,3,min7/3,non_guitar,0.91458774,0.5000073,0.6908239,0.94573355,0.49680173,0.4776502,0.7903974,2.0,0.63457346,0.44229782,0.7445327,0.6575148
3365.wav,3,min7/5,non_guitar,0.98203754,0.6473883,0.72900623,0.91701925,0.6366496,0.5531831,0.7491566,2.0,0.84838855,0.54326296,0.86639214,0.7943677
3366.wav,3,min7/7,non_guitar,1.0939578,0.7235692,0.54297143,0.9081461,0.5868991,0.574143,0.6270462,0.9394063,0.658817,0.8918719,2.0,1.0547049
3367.wav,4,min7,non_guitar,0.822461,0.9832576,0.5928832,0.48373646,0.8875029,0.5685682,0.56812584,0.6259755,0.9423176,0.52650636,0.9305769,2.0
3368.wav,4,min7/3,non_guitar,0.8362669,2.0,0.7828661,0.47212353,0.77006435,0.3900712,0.31310847,0.3299729,0.62495357,0.4847265,0.53226364,0.70909405
3369.wav,4,min7/5,non_guitar,0.75704527,1.5226307,0.89247847,1.0215536,2.0,0.7622576,0.51198596,0.5024473,1.0010815,0.6348089,0.55337465,1.1058643
3370.wav,4,min7/7,non_guitar,0.7587573,1.3661686,1.1292405,0.9777937,1.293107,0.65035546,0.62855077,0.8804533,2.0,0.976215,0.8119702,1.4639544
3371.wav,5,min7,non_guitar,0.80281574,0.8207407,2.0,0.6566162,0.47225153,0.66121745,0.42702997,0.46472916,0.5782059,0.9688688,0.51195586,0.5494119
3372.wav,5,min7/3,non_guitar,2.0,0.6907815,0.8772333,0.57750565,0.39534461,0.68731505,0.43918997,0.362804,0.38417828,0.78273,0.52859783,0.74499094
3373.wav,5,min7/5,non_guitar,0.7060443,0.8948443,2.0,0.69535065,0.47187886,0.6300872,0.4239694,0.4358607,0.47804976,0.86163163,0.43694562,0.45667607
3374.wav,5,min7/7,non_guitar,1.4018323,0.709412,1.4031105,0.9456474,0.9512875,2.0,0.85567415,0.5451895,0.5686765,0.7201649,0.62971,0.7079909
3375.wav,6,min7,non_guitar,0.4933563,0.8740302,0.82788146,2.0,0.78835535,0.5820043,0.80333406,0.40897918,0.3883512,0.44084117,0.7520778,0.36530966
3376.wav,6,min7/3,non_guitar,0.70636,2.0,0.82378864,1.016001,0.3502787,0.33804607,0.5226829,0.31250432,0.26331064,0.27488807,0.71203685,0.4056191
3377.wav,6,min7/5,non_guitar,0.618366,1.5958961,1.265275,1.9010887,0.65982616,0.49978235,0.7137091,0.43973365,0.42432785,0.44679838,0.8939127,0.5213405
3378.wav,6,min7/7,non_guitar,0.9801579,1.7053766,1.1679633,2.0,1.1475288,0.91101813,1.3090627,0.913161,0.81891656,0.7555018,0.7998488,0.72276044
3379.wav,7,min7,non_guitar,0.54633087,0.7005173,1.2598403,0.79016966,2.0,0.8328149,0.9207358,0.89511514,0.59556854,0.5464099,0.53098506,0.9830372
3380.wav,7,min7/3,non_guitar,0.55822253,0.72946376,2.0,0.90976644,0.7297697,0.5448589,0.5053755,0.6449905,0.41135162,0.4688508,0.43331608,0.85041046
3381.wav,7,min7/5,non_guitar,0.59778625,0.70086694,1.1762378,1.0631902,2.0,0.8246251,0.604405,0.73329425,0.6525591,0.5583968,0.61983365,1.2429969
3382.wav,7,min7/7,non_guitar,0.7602234,1.0512567,1.7011505,1.3434739,1.5914239,0.846176,1.3343093,1.9263082,0.92641985,0.75751877,0.7696203,1.0992132
3383.wav,8,min7,non_guitar,1.3632956,0.53307265,0.67043006,1.3506141,1.0438473,1.9328923,0.87496036,0.6083176,1.1522806,0.66577214,0.51070035,0.72487724
3384.wav,8,min7/3,non_guitar,0.85786355,0.6577872,0.86637056,2.0,0.8496779,0.8604377,0.50649196,0.53225577,0.8817327,0.41579628,0.3686284,0.4806762
3385.wav,8,min7/5,non_guitar,1.6492386,0.76499623,0.691042,1.195781,1.0294919,2.0,0.7540579,0.66845965,0.767926,0.5378868,0.498842,0.62158877
3386.wav,8,min7/7,non_guitar,1.1750841,0.65573776,0.9979014,1.7331207,0.7107271,1.2976443,0.98530453,1.1201351,1.9308906,0.6975789,0.5879183,0.74011993
3387.wav,9,min7,non_guitar,0.68361294,1.0651511,0.4402277,0.7478062,1.060324,1.0296401,2.0,1.0194656,1.1012894,0.95929796,0.6170977,0.54764545
3388.wav,9,min7/3,non_guitar,0.5743458,1.2339996,0.72192836,0.7861555,2.0,0.8014026,0.72263753,0.73118246,0.7986834,1.2573978,0.63929373,0.4589818
3389.wav,9,min7/5,non_guitar,0.99064034,1.9742723,0.90979564,0.7443774,1.2875702,1.0908767,1.7779052,0.81646514,0.76735336,1.1941619,0.74953,0.7192688
3390.wav,9,min7/7,non_guitar,0.63095325,1.0665407,0.9644555,0.8925967,1.061955,0.94533265,1.5133392,0.9221575,0.9411206,1.7881398,0.93354344,0.5959419
3391.wav,10,min7,non_guitar,0.6191138,0.83826566,1.2830298,0.6434779,0.58701843,0.7615756,0.89334464,2.0,0.83945835,0.7084077,1.091311,0.65755755
3392.wav,10,min7/3,non_guitar,0.6705418,0.8235674,1.497474,0.9733038,1.0406665,2.0,1.101587,1.2048914,0.7040777,0.7777438,1.2310739,0.6677494
3393.wav,10,min7/5,non_guitar,0.5836003,0.64797795,1.9632702,0.9542796,0.8598832,1.4456979,0.97890544,1.9775661,0.9788712,0.79062617,0.8371453,0.5852027
3394.wav,10,min7/7,non_guitar,0.81482565,0.97501767,1.7159469,0.8789122,0.8196877,1.3916276,0.9615224,1.2440088,0.71802366,0.932848,1.908052,1.038316
3395.wav,11,min7,non_guitar,0.5834762,0.4522405,0.47505414,0.8174243,0.46809497,0.44086745,0.6545297,0.7211569,2.0,0.947276,0.6547011,0.8780873
3396.wav,11,min7/3,non_guitar,0.68306714,0.7566794,0.9257404,1.815732,0.7201607,0.8927965,1.7357942,0.98852444,1.3274186,0.8635751,0.8656217,1.4608809
3397.wav,11,min7/5,non_guitar,0.80282843,0.72052974,0.8352684,2.0,1.0398984,0.88210946,1.5143023,0.91860867,1.6412146,0.78918236,0.6464369,0.9127488
3398.wav,11,min7/7,non_guitar,0.9753203,0.937896,0.9832226,1.2657565,0.56122947,0.5522786,1.0252411,0.77754855,1.2105169,0.7199786,1.006171,1.9774894
3399.wav,0,min7,non_guitar,1.0851786,0.53795373,0.36647737,0.3765474,0.7768581,0.46518442,0.38876116,0.63828415,0.78999543,2.0,1.0365344,0.77751505
3400.wav,0,min7/3,non_guitar,1.5234051,0.84290504,0.7297452,0.7461082,1.1760156,0.6725334,0.83001614,1.8049136,0.9867704,1.2018827,0.6627523,0.6382831
3401.wav,0,min7/5,non_guitar,0.95937335,0.75184625,0.72976243,0.6853217,1.124488,0.7541339,0.736338,1.3968029,1.3905312,1.8794305,0.93074274,0.6975071
3402.wav,0,min7/7,non_guitar,1.920407,1.1351418,1.0127218,0.8618397,1.0703919,0.86617833,0.9274849,1.2251925,0.9137309,1.2358131,1.0973861,1.1882868
3403.wav,1,min7,non_guitar,0.90270793,1.1991663,0.72656965,0.6036006,0.5725533,0.80050015,0.59980947,0.70162255,0.8833504,0.8795887,2.0,0.8658558
3404.wav,1,min7/3,non_guitar,0.91769075,1.4520583,0.90796286,0.68669176,0.6461432,1.2672799,0.998722,1.0782299,2.0,1.10227,1.1356462,0.8129897
3405.wav,1,min7/5,non_guitar,0.6864624,1.1609529,0.97354174,0.7263279,0.67554307,1.326895,0.9192769,1.013729,1.4441787,1.2260557,1.9248964,0.86988777
3406.wav,1,min7/7,non_guitar,1.0099616,2.0,1.0290475,0.71645045,0.6884273,0.89527804,0.62444,0.6564858,0.71670127,0.76595217,1.0364456,0.71307343
3407.wav,2,min7,non_guitar,0.8336907,0.60954005,1.034574,0.5544172,0.33184028,0.28671205,0.5410678,0.38322616,0.37923402,0.6097692,0.78822005,2.0
3408.wav,2,min7/3,non_guitar,0.6223959,0.63432497,1.5341365,0.9507977,0.56804913,0.49219215,0.84593487,0.70265496,0.8270464,1.6999421,0.98638016,1.1457442
3409.wav,2,min7/5,non_guitar,0.8906389,0.7544341,0.9287567,0.5204836,0.52010834,0.53836906,1.0680492,0.60315305,0.4867136,1.1720157,1.2545218,1.9679103
3410.wav,2,min7/7,non_guitar,0.74922776,0.9507036,1.8550156,0.6870635,0.45408323,0.42547232,0.60829246,0.46462774,0.3521171,0.54530096,0.55578923,1.2531066
3411.wav,3,min7,non_guitar,2.0,0.81561756,0.65949893,0.7882781,0.44722205,0.34973526,0.40396553,0.5313403,0.37749273,0.3570419,0.56331396,0.78607893
3412.wav,3,min7/3,non_guitar,1.0953375,0.9179075,1.1356548,1.6548839,0.86265254,0.6733304,0.75587475,1.0597291,0.7306391,1.090903,2.0,0.8912339
3413.wav,3,min7/5,non_guitar,2.0,1.070931,0.8849814,1.222545,0.69592845,0.62374175,0.6542657,1.1842313,0.8918229,0.9333921,0.97269714,1.1747353
3414.wav,3,min7/7,non_guitar,1.240746,1.0249876,1.3155298,1.7481797,0.7248998,0.5520783,0.51422787,0.90824854,0.6811464,0.679881,0.95446515,0.8396374
3415.wav,4,min7,non_guitar,0.8754976,2.0,0.881467,0.7380345,0.7147428,0.47139567,0.40231198,0.47479445,0.67998016,0.45306498,0.49860966,0.78261125
3416.wav,4,min7/3,non_guitar,1.0174025,1.4203324,1.2296276,1.0000241,1.1113594,0.64379317,0.746703,0.7518157,0.99173164,1.0340444,1.1851249,1.8742037
3417.wav,4,min7/5,non_guitar,1.2054355,2.0,0.82463616,0.5931977,0.80424476,0.6641581,0.5874977,0.61422896,1.0141782,0.7608429,0.8654083,1.289496
3418.wav,4,min7/7,non_guitar,1.0496039,1.6190078,0.9867953,1.0017011,1.870633,1.0736579,0.92450845,0.7998063,1.1580503,0.709409,0.75035995,1.0719092
3419.wav,5,min7,non_guitar,0.64430356,0.8809751,2.0,0.7371248,0.7644931,0.66158766,0.3738904,0.34254047,0.38187432,0.4728493,0.32272923,0.39690998
3420.wav,5,min7/3,non_guitar,2.0,1.0466776,1.1354661,0.9889404,0.83915645,1.1696167,0.5568464,0.5379776,0.51274955,0.8485439,0.6263736,0.7799934
3421.wav,5,min7/5,non_guitar,0.8066653,0.7916367,2.0,0.67077565,0.42897934,0.378295,0.40349257,0.3603508,0.3188299,0.6665746,0.44514233,0.5321294
3422.wav,5,min7/7,non_guitar,1.0996907,1.1056709,1.6322005,0.97385955,0.92118675,1.6148512,0.8981117,0.605875,0.56390864,1.1819209,0.69529563,0.59617996
3423.wav,6,min7,non_guitar,0.5496621,0.8624135,1.1095412,2.0,0.70835114,0.70027614,0.7377714,0.37683183,0.31934297,0.40568975,0.48649928,0.42843884
3424.wav,6,min7/3,non_guitar,0.6868584,1.8275874,0.86207116,1.2285484,0.7226951,0.6177453,0.7708986,0.45065415,0.46507084,0.4858387,0.6408509,0.48179105
3425.wav,6,min7/5,non_guitar,0.8007964,1.1419966,0.9489245,2.0,0.76101696,0.60142577,0.9017887,0.60713744,0.59493315,0.7016729,0.9940835,0.5891085
3426.wav,6,min7/7,non_guitar,0.81541276,1.6625344,1.2923009,1.7002409,0.8734324,1.061806,1.5304178,0.88927585,0.67668015,0.7360234,1.1171179,0.63553834
3427.wav,7,min7,non_guitar,0.58647573,0.7548325,1.1523342,1.1627783,2.0,1.026512,1.0157629,0.83344007,0.667619,0.54930985,0.6627531,0.8633945
3428.wav,7,min7/3,non_guitar,0.8764583,1.2734853,2.0,1.0339149,0.9548476,0.66938555,0.72607124,0.81046313,0.6396588,0.621465,0.6798,0.97709954
3429.wav,7,min7/5,non_guitar,0.79331267,0.95478773,1.8469386,1.1150692,1.5537508,0.76960385,0.61158943,0.9142873,0.7315856,0.69555223,0.7536373,1.070587
3430.wav,7,min7/7,non_guitar,1.0858462,1.1262562,1.8872955,1.2805114,1.5083921,1.0298553,1.0470583,1.7196252,1.4174957,1.0980173,0.89833647,1.3443977
3431.wav,8,min7,non_guitar,0.9944875,0.75041324,0.70907795,0.97856367,0.8612013,2.0,0.90625393,0.6611856,0.7773924,0.6109834,0.5212778,0.54660153
3432.wav,8,min7/3,non_guitar,1.3186364,0.96691704,1.0735234,2.0,1.0293305,1.146573,0.9504899,0.8465862,1.264467,0.92052335,0.7613905,0.7417882
3433.wav,8,min7/5,non_guitar,1.2111027,0.8715706,0.87403876,1.6282449,1.0876508,1.8656393,1.0272838,0.818766,1.2662396,0.73377234,0.6325777,0.7621006
3434.wav,8,min7/7,non_guitar,1.0772552,0.61969435,0.57914144,1.184912,0.9281182,1.1532363,1.0314013,1.2593327,2.0,1.2281232,0.827572,0.6615937
3435.wav,9,min7,non_guitar,0.80501425,1.5863352,0.7560625,0.59472024,0.94260216,1.0664237,2.0,1.00843,0.84133583,0.959466,0.6425131,0.67877436
3436.wav,9,min7/3,non_guitar,0.65036726,1.4379382,0.88537973,1.0045398,1.627698,1.0012542,1.4321574,0.5670777,0.55644,1.1068196,0.6443901,0.56086564
3437.wav,9,min7/5,non_guitar,0.65854216,1.4143915,0.94126034,0.9751476,1.4211267,0.97463405,1.4503522,0.82576376,0.610063,0.9823895,0.59925866,0.5366914
3438.wav,9,min7/7,non_guitar,0.59274197,0.97083855,0.6728073,0.5689316,0.8028245,0.69805634,1.489432,1.1311555,1.07244,1.9068402,1.0000302,0.60891426
3439.wav,10,min7,non_guitar,0.70886725,0.7696632,1.1464131,0.6974038,0.71038735,0.62703574,1.0555248,2.0,0.8839754,1.1794462,1.0870115,0.726844
3440.wav,10,min7/3,non_guitar,1.1021564,1.1197327,1.6241732,0.8740046,0.7993783,1.6885401,0.99974865,1.4018608,0.98715055,0.8106837,1.2871892,1.0267085
3441.wav,10,min7/5,non_guitar,0.89657116,0.96475613,1.5008459,0.98500085,0.9161086,1.4435625,1.3651488,1.7581673,0.996138,0.86769515,1.0675416,0.8557717
3442.wav,10,min7/7,non_guitar,0.9681946,1.0688958,1.3983262,1.1188024,1.0040021,1.4334657,1.1287656,1.4224709,1.3730602,1.3076317,2.0,1.1159492
3443.wav,11,min7,non_guitar,0.9680314,0.98498106,1.1745954,1.5597736,0.999855,0.8090146,1.3636491,1.2861412,1.9655604,1.2563452,1.3641717,1.1949973
3444.wav,11,min7/3,non_guitar,0.85779727,0.7983794,0.9040352,1.6044614,0.95754963,1.0294733,1.8247917,1.1643758,1.3290067,1.1028515,0.88216573,1.0260699
3445.wav,11,min7/5,non_guitar,0.71031886,0.6759674,0.73315537,1.0909269,0.72550654,0.8198181,1.2508237,1.3004184,1.9863694,1.1024994,0.66966933,0.69495785
3446.wav,11,min7/7,non_guitar,0.72728527,0.8369217,0.9500563,0.9095024,0.62726927,0.8328477,1.184521,1.2992262,1.9604471,1.1167405,1.1793791,1.8159056
3447.wav,0,min7,non_guitar,1.277268,0.73207414,0.5350706,0.49314886,0.8703381,0.6606159,0.6784872,0.96631736,1.0653661,2.0,1.0732818,1.1219403
3448.wav,0,min7/3,non_guitar,1.2487739,0.727556,0.85268986,0.69131595,1.1528484,0.68034893,0.9229548,1.7734041,1.1788957,1.611478,0.90952814,0.96899533
3449.wav,0,min7/5,non_guitar,0.83153456,0.6174011,0.54781204,0.48052296,0.8505388,0.6272166,0.68940866,1.038203,1.3217752,2.0,0.8912597,0.75928456
3450.wav,0,min7/7,non_guitar,1.5203621,0.9264382,0.6965304,0.6816505,0.8462062,0.6065444,0.66864365,1.2123892,1.2430356,1.9657011,0.9598435,0.8727968
3451.wav,1,min7,non_guitar,1.178207,1.3385972,0.88831574,0.70465636,0.60041857,0.8513528,0.6120231,0.7262626,0.9684634,1.2651994,2.0,1.0452299
3452.wav,1,min7/3,non_guitar,0.98717356,1.3589009,0.8300576,0.697175,0.64619404,1.0584978,0.70212245,1.1348021,1.8529563,1.0883756,1.3284104,0.9022287
3453.wav,1,min7/5,non_guitar,0.9771761,1.4378595,1.0458273,0.9042617,0.8963038,1.23788,0.89778686,1.0193809,1.7068086,1.0636199,1.8741584,1.0994757
3454.wav,1,min7/7,non_guitar,1.1342082,1.6813395,1.0453378,0.8794316,0.93417394,1.1864786,0.851158,0.9136548,1.5280149,1.3070903,1.8231664,1.0496916
3455.wav,2,min7,non_guitar,1.1587081,1.4207637,1.577317,0.9612157,0.8486426,0.975953,1.0907568,0.6673156,0.98303294,1.1582321,1.0366188,1.872272
3456.wav,2,min7/3,non_guitar,0.92453086,1.0076299,1.4697211,0.6648971,0.6562381,0.6963645,0.86150587,0.603438,0.7899069,1.7155849,0.91171116,1.0556078
3457.wav,2,min7/5,non_guitar,0.95955825,0.89732516,0.96714675,0.6789379,0.6284498,0.66276073,0.8420114,0.6487638,1.0644689,1.5840031,1.1306659,1.5459921
3458.wav,2,min7/7,non_guitar,0.7329624,0.7563361,1.7737148,1.0174369,0.6282212,0.6876685,1.0667884,0.6186323,0.6674527,1.1819754,1.0116894,1.4652468
3459.wav,3,5,non_guitar,0.85431814,0.5617194,0.56643444,0.33812484,0.36634433,0.44111544,0.66604686,2.0,0.8000262,0.62758803,0.42309043,0.5236821
3460.wav,3,5/5,non_guitar,1.5837095,0.7847911,0.50539875,0.3947593,0.3516674,0.36687165,0.52239054,1.3604028,0.64606965,0.36272988,0.39147633,0.5663347
3461.wav,4,5,non_guitar,0.80537975,1.1256936,0.6792912,0.5120013,0.33727714,0.3137128,0.3577996,0.85668886,2.0,0.8256384,0.4170821,0.46853888
3462.wav,4,5/5,non_guitar,0.6863559,2.0,0.69173324,0.31130326,0.23163961,0.23599985,0.24859802,0.39739984,1.0003842,0.45533055,0.29887274,0.3135805
3463.wav,5,5,non_guitar,0.4551785,1.0888228,2.0,0.5649144,0.35803288,0.36338723,0.37512535,0.36572945,0.672693,1.5013177,0.518237,0.35699835
3464.wav,5,5/5,non_guitar,0.5142402,0.7841157,1.9189136,0.7125896,0.5047025,0.40050483,0.41733074,0.44861042,0.69547653,1.6880867,0.8017081,0.5170583
3465.wav,6,5,non_guitar,0.48475206,0.54111433,0.8485354,2.0,0.7820101,0.5269357,0.49704364,0.51716655,0.62202233,0.9503201,1.5990136,0.59461886
3466.wav,6,5/5,non_guitar,0.7152652,0.6712326,0.8263838,1.970613,0.97462535,0.63723475,0.5087003,0.5350615,0.7252226,1.0624127,1.7153018,0.9324692
3467.wav,7,5,non_guitar,0.9681629,0.6295062,0.661628,1.249338,1.743459,0.69921184,0.5088027,0.41584533,0.4937487,0.4756296,0.87487227,2.0
3468.wav,7,5/5,non_guitar,0.79570746,0.39060605,0.45669284,0.72583234,1.7449752,0.7320798,0.54329556,0.42706454,0.41716176,0.51311547,0.81132424,2.0
3469.wav,8,5,non_guitar,2.0,1.034687,0.65061176,0.5972686,0.8262707,1.5501753,0.8346502,0.5525459,0.50087893,0.72016704,0.79701424,0.8795574
3470.wav,8,5/5,non_guitar,2.0,0.8228216,0.38625062,0.3048621,0.4143511,1.2542005,0.5498668,0.31416303,0.34954748,0.4057256,0.41637382,0.6609936
3471.wav,9,5,non_guitar,1.0359608,2.0,0.64955837,0.39373475,0.3735016,0.7189282,1.2708089,0.5369364,0.48122203,0.4070388,0.44551927,0.59036016
3472.wav,9,5/5,non_guitar,0.6409751,2.0,0.7842655,0.35402465,0.34555683,0.4574747,0.93074185,0.43582547,0.35379806,0.3041469,0.3141112,0.3901745
3473.wav,10,5,non_guitar,0.47002286,0.9012517,2.0,0.6296004,0.3182103,0.39321414,0.5938092,1.5162102,0.8811581,0.49676877,0.3745106,0.37956825
3474.wav,10,5/5,non_guitar,0.46636474,0.7818695,2.0,0.71837205,0.3074426,0.32027537,0.4921762,0.89623296,0.4759227,0.4311278,0.39183408,0.38948208
3475.wav,11,5,non_guitar,0.4528699,0.58938885,1.0023468,1.7109114,0.7375567,0.41212684,0.44185436,0.8167212,1.6320688,0.7455678,0.39086622,0.35385314
3476.wav,11,5/5,non_guitar,0.52261525,0.61391044,0.92430294,2.0,0.8062317,0.4499752,0.47070855,0.61917347,1.4486468,0.78487647,0.5416334,0.4777812
3477.wav,0,5,non_guitar,0.5132056,0.53715646,0.5531872,0.75791895,1.500423,0.5744126,0.4709152,0.4934132,0.8366298,2.0,0.78447306,0.5295361
3478.wav,0,5/5,non_guitar,0.5200937,0.5575776,0.673095,0.89261985,2.0,0.85089934,0.6545751,0.6805098,0.8860518,1.3866799,0.8316713,0.58940864
3479.wav,1,5,non_guitar,0.73981535,0.6250539,0.602072,0.6227335,0.7119769,1.6567976,0.7147002,0.5381922,0.70064604,1.0370839,2.0,1.0011097
3480.wav,1,5/5,non_guitar,0.52021646,0.45237386,0.50205916,0.5657423,0.8183551,1.9152272,0.9528632,0.5474581,0.49716944,0.66444117,1.4282862,0.6752328
3481.wav,2,5,non_guitar,0.99661505,0.5675836,0.49285108,0.4235237,0.3893954,0.60569715,1.5242063,0.7670347,0.54527456,0.6105609,0.86371934,2.0
3482.wav,2,5/5,non_guitar,0.9218147,0.76524484,0.6589825,0.6210241,0.72007275,1.1101273,2.0,0.9182445,0.6862662,0.6508963,0.8319321,1.7623618
3483.wav,3,5,non_guitar,2.0,1.171282,0.5578697,0.38521248,0.30753654,0.39681244,0.65454996,1.1064708,0.51002526,0.49653348,0.5030372,0.7212498
3484.wav,3,5/5,non_guitar,2.0,0.81910175,0.60097146,0.44152755,0.42331147,0.46831656,0.67137766,1.4228641,0.74850315,0.4898451,0.5525865,0.785805
3485.wav,4,5,non_guitar,0.8121636,2.0,0.6827332,0.36040697,0.27071628,0.28663224,0.24088997,0.4975366,0.7572643,0.3486758,0.36013043,0.40907145
3486.wav,4,5/5,non_guitar,0.90208507,2.0,1.13379,0.7069274,0.5293048,0.55208206,0.60357237,0.8136344,1.4726489,1.0489149,0.6445512,0.67894804
3487.wav,5,5,non_guitar,0.48443255,1.0713944,2.0,0.56673425,0.3077365,0.25815478,0.26543492,0.34704888,0.56966054,0.8333989,0.38948774,0.3938731
3488.wav,5,5/5,non_guitar,0.5469041,0.9701178,2.0,0.78735614,0.52946997,0.39078236,0.45992333,0.5736389,0.8274486,1.1919808,0.6667243,0.5419157
3489.wav,6,5,non_guitar,0.5997652,0.76660615,1.2087364,2.0,0.8581865,0.5549152,0.4760263,0.4987437,0.67159,0.7120659,0.98305845,0.6036167
