,file_name,label,instrument,type_of_sound
4208,4208.wav,B:hdim7,guitar,Acoustic_Guitar
4209,4209.wav,C:hdim7,guitar,Acoustic_Guitar
4210,4210.wav,C#:hdim7,guitar,Acoustic_Guitar
4211,4211.wav,D:hdim7,guitar,Acoustic_Guitar
4212,4212.wav,D#:hdim7,guitar,Acoustic_Guitar
4213,4213.wav,E:hdim7,guitar,Acoustic_Guitar
4214,4214.wav,F:hdim7,guitar,Acoustic_Guitar
4215,4215.wav,F#:hdim7,guitar,Acoustic_Guitar
4216,4216.wav,G:hdim7,guitar,Acoustic_Guitar
4217,4217.wav,G#:hdim7,guitar,Acoustic_Guitar
4218,4218.wav,A:hdim7,guitar,Acoustic_Guitar
4219,4219.wav,F:hdim7,guitar,Acoustic_Guitar
4220,4220.wav,F#:hdim7,guitar,Acoustic_Guitar
4221,4221.wav,G:hdim7,guitar,Acoustic_Guitar
4222,4222.wav,G#:hdim7,guitar,Acoustic_Guitar
4223,4223.wav,A:hdim7,guitar,Acoustic_Guitar
4224,4224.wav,A#:hdim7,guitar,Acoustic_Guitar
4225,4225.wav,B:hdim7,guitar,Acoustic_Guitar
4226,4226.wav,C:hdim7,guitar,Acoustic_Guitar
4227,4227.wav,C#:hdim7,guitar,Acoustic_Guitar
4228,4228.wav,D:hdim7,guitar,Acoustic_Guitar
4229,4229.wav,D#:hdim7,guitar,Acoustic_Guitar
4230,4230.wav,E:hdim7,guitar,Acoustic_Guitar
4231,4231.wav,F:hdim7,guitar,Acoustic_Guitar
4232,4232.wav,E:hdim7,guitar,Acoustic_Guitar
4233,4233.wav,F:hdim7,guitar,Acoustic_Guitar
4234,4234.wav,F#:hdim7,guitar,Acoustic_Guitar
4235,4235.wav,G:hdim7,guitar,Acoustic_Guitar
4236,4236.wav,G#:hdim7,guitar,Acoustic_Guitar
4237,4237.wav,A:hdim7,guitar,Acoustic_Guitar
4238,4238.wav,A#:hdim7,guitar,Acoustic_Guitar
4239,4239.wav,B:hdim7,guitar,Acoustic_Guitar
4240,4240.wav,C:hdim7,guitar,Acoustic_Guitar
4241,4241.wav,C#:hdim7,guitar,Acoustic_Guitar
4242,4242.wav,D:hdim7,guitar,Acoustic_Guitar
4243,4243.wav,D#:hdim7,guitar,Acoustic_Guitar
4244,4244.wav,E:hdim7,guitar,Acoustic_Guitar
4245,4245.wav,E:maj,guitar,Hard_Rock
4246,4246.wav,F:maj,guitar,Hard_Rock
4247,4247.wav,F#:maj,guitar,Hard_Rock
4248,4248.wav,G:maj,guitar,Hard_Rock
4249,4249.wav,G#:maj,guitar,Hard_Rock
4250,4250.wav,A:maj,guitar,Hard_Rock
4251,4251.wav,A#:maj,guitar,Hard_Rock
4252,4252.wav,B:maj,guitar,Hard_Rock
4253,4253.wav,C:maj,guitar,Hard_Rock
4254,4254.wav,C#:maj,guitar,Hard_Rock
4255,4255.wav,D:maj,guitar,Hard_Rock
4256,4256.wav,D#:maj,guitar,Hard_Rock
4257,4257.wav,E:maj,guitar,Hard_Rock
4258,4258.wav,A:maj,guitar,Hard_Rock
4259,4259.wav,A#:maj,guitar,Hard_Rock
4260,4260.wav,B:maj,guitar,Hard_Rock
4261,4261.wav,C:maj,guitar,Hard_Rock
4262,4262.wav,C#:maj,guitar,Hard_Rock
4263,4263.wav,D:maj,guitar,Hard_Rock
4264,4264.wav,D#:maj,guitar,Hard_Rock
4265,4265.wav,E:maj,guitar,Hard_Rock
4266,4266.wav,F:maj,guitar,Hard_Rock
4267,4267.wav,F#:maj,guitar,Hard_Rock
4268,4268.wav,G:maj,guitar,Hard_Rock
4269,4269.wav,G#:maj,guitar,Hard_Rock
4270,4270.wav,A:maj,guitar,Hard_Rock
4271,4271.wav,D:maj,guitar,Hard_Rock
4272,4272.wav,D#:maj,guitar,Hard_Rock
4273,4273.wav,E:maj,guitar,Hard_Rock
4274,4274.wav,F:maj,guitar,Hard_Rock
4275,4275.wav,F#:maj,guitar,Hard_Rock
4276,4276.wav,G:maj,guitar,Hard_Rock
4277,4277.wav,G#:maj,guitar,Hard_Rock
4278,4278.wav,A:maj,guitar,Hard_Rock
4279,4279.wav,A#:maj,guitar,Hard_Rock
4280,4280.wav,B:maj,guitar,Hard_Rock
4281,4281.wav,C:maj,guitar,Hard_Rock
4282,4282.wav,C#:maj,guitar,Hard_Rock
4283,4283.wav,D:maj,guitar,Hard_Rock
4284,4284.wav,E:min,guitar,Hard_Rock
4285,4285.wav,F:min,guitar,Hard_Rock
4286,4286.wav,F#:min,guitar,Hard_Rock
4287,4287.wav,G:min,guitar,Hard_Rock
4288,4288.wav,G#:min,guitar,Hard_Rock
4289,4289.wav,A:min,guitar,Hard_Rock
4290,4290.wav,A#:min,guitar,Hard_Rock
4291,4291.wav,B:min,guitar,Hard_Rock
4292,4292.wav,C:min,guitar,Hard_Rock
4293,4293.wav,C#:min,guitar,Hard_Rock
4294,4294.wav,D:min,guitar,Hard_Rock
4295,4295.wav,D#:min,guitar,Hard_Rock
4296,4296.wav,E:min,guitar,Hard_Rock
4297,4297.wav,A:min,guitar,Hard_Rock
4298,4298.wav,A#:min,guitar,Hard_Rock
4299,4299.wav,B:min,guitar,Hard_Rock
4300,4300.wav,C:min,guitar,Hard_Rock
4301,4301.wav,C#:min,guitar,Hard_Rock
4302,4302.wav,D:min,guitar,Hard_Rock
4303,4303.wav,D#:min,guitar,Hard_Rock
4304,4304.wav,E:min,guitar,Hard_Rock
4305,4305.wav,F:min,guitar,Hard_Rock
4306,4306.wav,F#:min,guitar,Hard_Rock
4307,4307.wav,G:min,guitar,Hard_Rock
4308,4308.wav,G#:min,guitar,Hard_Rock
4309,4309.wav,A:min,guitar,Hard_Rock
4310,4310.wav,D:min,guitar,Hard_Rock
4311,4311.wav,D#:min,guitar,Hard_Rock
4312,4312.wav,E:min,guitar,Hard_Rock
4313,4313.wav,F:min,guitar,Hard_Rock
4314,4314.wav,F#:min,guitar,Hard_Rock
4315,4315.wav,G:min,guitar,Hard_Rock
4316,4316.wav,G#:min,guitar,Hard_Rock
4317,4317.wav,A:min,guitar,Hard_Rock
4318,4318.wav,A#:min,guitar,Hard_Rock
4319,4319.wav,B:min,guitar,Hard_Rock
4320,4320.wav,C:min,guitar,Hard_Rock
4321,4321.wav,C#:min,guitar,Hard_Rock
4322,4322.wav,D:min,guitar,Hard_Rock
4323,4323.wav,E:maj7,guitar,Hard_Rock
4324,4324.wav,F:maj7,guitar,Hard_Rock
4325,4325.wav,F#:maj7,guitar,Hard_Rock
4326,4326.wav,G:maj7,guitar,Hard_Rock
4327,4327.wav,G#:maj7,guitar,Hard_Rock
4328,4328.wav,A:maj7,guitar,Hard_Rock
4329,4329.wav,A#:maj7,guitar,Hard_Rock
4330,4330.wav,B:maj7,guitar,Hard_Rock
4331,4331.wav,C:maj7,guitar,Hard_Rock
4332,4332.wav,C#:maj7,guitar,Hard_Rock
4333,4333.wav,D:maj7,guitar,Hard_Rock
4334,4334.wav,D#:maj7,guitar,Hard_Rock
4335,4335.wav,E:maj7,guitar,Hard_Rock
4336,4336.wav,C:maj7,guitar,Hard_Rock
4337,4337.wav,C#:maj7,guitar,Hard_Rock
4338,4338.wav,D:maj7,guitar,Hard_Rock
4339,4339.wav,D#:maj7,guitar,Hard_Rock
4340,4340.wav,E:maj7,guitar,Hard_Rock
4341,4341.wav,F:maj7,guitar,Hard_Rock
4342,4342.wav,F#:maj7,guitar,Hard_Rock
4343,4343.wav,G:maj7,guitar,Hard_Rock
4344,4344.wav,G#:maj7,guitar,Hard_Rock
4345,4345.wav,A:maj7,guitar,Hard_Rock
4346,4346.wav,A#:maj7,guitar,Hard_Rock
4347,4347.wav,B:maj7,guitar,Hard_Rock
4348,4348.wav,C:maj7,guitar,Hard_Rock
4349,4349.wav,F:maj7,guitar,Hard_Rock
4350,4350.wav,F#:maj7,guitar,Hard_Rock
4351,4351.wav,G:maj7,guitar,Hard_Rock
4352,4352.wav,G#:maj7,guitar,Hard_Rock
4353,4353.wav,A:maj7,guitar,Hard_Rock
4354,4354.wav,A#:maj7,guitar,Hard_Rock
4355,4355.wav,B:maj7,guitar,Hard_Rock
4356,4356.wav,C:maj7,guitar,Hard_Rock
4357,4357.wav,C#:maj7,guitar,Hard_Rock
4358,4358.wav,D:maj7,guitar,Hard_Rock
4359,4359.wav,D#:maj7,guitar,Hard_Rock
4360,4360.wav,E:maj7,guitar,Hard_Rock
4361,4361.wav,F:maj7,guitar,Hard_Rock
4362,4362.wav,E:min7,guitar,Hard_Rock
4363,4363.wav,F:min7,guitar,Hard_Rock
4364,4364.wav,F#:min7,guitar,Hard_Rock
4365,4365.wav,G:min7,guitar,Hard_Rock
4366,4366.wav,G#:min7,guitar,Hard_Rock
4367,4367.wav,A:min7,guitar,Hard_Rock
4368,4368.wav,A#:min7,guitar,Hard_Rock
4369,4369.wav,B:min7,guitar,Hard_Rock
4370,4370.wav,C:min7,guitar,Hard_Rock
4371,4371.wav,C#:min7,guitar,Hard_Rock
4372,4372.wav,D:min7,guitar,Hard_Rock
4373,4373.wav,D#:min7,guitar,Hard_Rock
4374,4374.wav,E:min7,guitar,Hard_Rock
4375,4375.wav,A:min7,guitar,Hard_Rock
4376,4376.wav,A#:min7,guitar,Hard_Rock
4377,4377.wav,B:min7,guitar,Hard_Rock
4378,4378.wav,C:min7,guitar,Hard_Rock
4379,4379.wav,C#:min7,guitar,Hard_Rock
4380,4380.wav,D:min7,guitar,Hard_Rock
4381,4381.wav,D#:min7,guitar,Hard_Rock
4382,4382.wav,E:min7,guitar,Hard_Rock
4383,4383.wav,F:min7,guitar,Hard_Rock
4384,4384.wav,F#:min7,guitar,Hard_Rock
4385,4385.wav,G:min7,guitar,Hard_Rock
4386,4386.wav,G#:min7,guitar,Hard_Rock
4387,4387.wav,A:min7,guitar,Hard_Rock
4388,4388.wav,D:min7,guitar,Hard_Rock
4389,4389.wav,D#:min7,guitar,Hard_Rock
4390,4390.wav,E:min7,guitar,Hard_Rock
4391,4391.wav,F:min7,guitar,Hard_Rock
4392,4392.wav,F#:min7,guitar,Hard_Rock
4393,4393.wav,G:min7,guitar,Hard_Rock
4394,4394.wav,G#:min7,guitar,Hard_Rock
4395,4395.wav,A:min7,guitar,Hard_Rock
4396,4396.wav,A#:min7,guitar,Hard_Rock
4397,4397.wav,B:min7,guitar,Hard_Rock
4398,4398.wav,C:min7,guitar,Hard_Rock
4399,4399.wav,C#:min7,guitar,Hard_Rock
4400,4400.wav,D:min7,guitar,Hard_Rock
4401,4401.wav,D:5,guitar,Hard_Rock
4402,4402.wav,D#:5,guitar,Hard_Rock
4403,4403.wav,E:5,guitar,Hard_Rock
4404,4404.wav,F:5,guitar,Hard_Rock
4405,4405.wav,F#:5,guitar,Hard_Rock
4406,4406.wav,G:5,guitar,Hard_Rock
4407,4407.wav,G#:5,guitar,Hard_Rock
4408,4408.wav,A:5,guitar,Hard_Rock
4409,4409.wav,A#:5,guitar,Hard_Rock
4410,4410.wav,B:5,guitar,Hard_Rock
4411,4411.wav,C:5,guitar,Hard_Rock
4412,4412.wav,C#:5,guitar,Hard_Rock
4413,4413.wav,D:5,guitar,Hard_Rock
4414,4414.wav,D:5,guitar,Hard_Rock
4415,4415.wav,D#:5,guitar,Hard_Rock
4416,4416.wav,E:5,guitar,Hard_Rock
4417,4417.wav,F:5,guitar,Hard_Rock
4418,4418.wav,F#:5,guitar,Hard_Rock
4419,4419.wav,G:5,guitar,Hard_Rock
4420,4420.wav,G#:5,guitar,Hard_Rock
4421,4421.wav,A:5,guitar,Hard_Rock
4422,4422.wav,A#:5,guitar,Hard_Rock
4423,4423.wav,B:5,guitar,Hard_Rock
4424,4424.wav,C:5,guitar,Hard_Rock
4425,4425.wav,C#:5,guitar,Hard_Rock
4426,4426.wav,D:5,guitar,Hard_Rock
4427,4427.wav,A:5,guitar,Hard_Rock
4428,4428.wav,A#:5,guitar,Hard_Rock
4429,4429.wav,B:5,guitar,Hard_Rock
4430,4430.wav,C:5,guitar,Hard_Rock
4431,4431.wav,C#:5,guitar,Hard_Rock
4432,4432.wav,D:5,guitar,Hard_Rock
4433,4433.wav,D#:5,guitar,Hard_Rock
4434,4434.wav,E:5,guitar,Hard_Rock
4435,4435.wav,F:5,guitar,Hard_Rock
4436,4436.wav,F#:5,guitar,Hard_Rock
4437,4437.wav,G:5,guitar,Hard_Rock
4438,4438.wav,G#:5,guitar,Hard_Rock
4439,4439.wav,A:5,guitar,Hard_Rock
4440,4440.wav,E:7,guitar,Hard_Rock
4441,4441.wav,F:7,guitar,Hard_Rock
4442,4442.wav,F#:7,guitar,Hard_Rock
4443,4443.wav,G:7,guitar,Hard_Rock
4444,4444.wav,G#:7,guitar,Hard_Rock
4445,4445.wav,A:7,guitar,Hard_Rock
4446,4446.wav,A#:7,guitar,Hard_Rock
4447,4447.wav,B:7,guitar,Hard_Rock
4448,4448.wav,C:7,guitar,Hard_Rock
4449,4449.wav,C#:7,guitar,Hard_Rock
4450,4450.wav,D:7,guitar,Hard_Rock
4451,4451.wav,D#:7,guitar,Hard_Rock
4452,4452.wav,E:7,guitar,Hard_Rock
4453,4453.wav,A:7,guitar,Hard_Rock
4454,4454.wav,A#:7,guitar,Hard_Rock
4455,4455.wav,B:7,guitar,Hard_Rock
4456,4456.wav,C:7,guitar,Hard_Rock
4457,4457.wav,C#:7,guitar,Hard_Rock
4458,4458.wav,D:7,guitar,Hard_Rock
4459,4459.wav,D#:7,guitar,Hard_Rock
4460,4460.wav,E:7,guitar,Hard_Rock
4461,4461.wav,F:7,guitar,Hard_Rock
4462,4462.wav,F#:7,guitar,Hard_Rock
4463,4463.wav,G:7,guitar,Hard_Rock
4464,4464.wav,G#:7,guitar,Hard_Rock
4465,4465.wav,A:7,guitar,Hard_Rock
4466,4466.wav,D:7,guitar,Hard_Rock
4467,4467.wav,D#:7,guitar,Hard_Rock
4468,4468.wav,E:7,guitar,Hard_Rock
4469,4469.wav,F:7,guitar,Hard_Rock
4470,4470.wav,F#:7,guitar,Hard_Rock
4471,4471.wav,G:7,guitar,Hard_Rock
4472,4472.wav,G#:7,guitar,Hard_Rock
4473,4473.wav,A:7,guitar,Hard_Rock
4474,4474.wav,A#:7,guitar,Hard_Rock
4475,4475.wav,B:7,guitar,Hard_Rock
4476,4476.wav,C:7,guitar,Hard_Rock
4477,4477.wav,C#:7,guitar,Hard_Rock
4478,4478.wav,D:7,guitar,Hard_Rock
4479,4479.wav,A:hdim7,guitar,Hard_Rock
4480,4480.wav,A#:hdim7,guitar,Hard_Rock
4481,4481.wav,B:hdim7,guitar,Hard_Rock
4482,4482.wav,C:hdim7,guitar,Hard_Rock
4483,4483.wav,C#:hdim7,guitar,Hard_Rock
4484,4484.wav,D:hdim7,guitar,Hard_Rock
4485,4485.wav,D#:hdim7,guitar,Hard_Rock
4486,4486.wav,E:hdim7,guitar,Hard_Rock
4487,4487.wav,F:hdim7,guitar,Hard_Rock
4488,4488.wav,F#:hdim7,guitar,Hard_Rock
4489,4489.wav,G:hdim7,guitar,Hard_Rock
4490,4490.wav,G#:hdim7,guitar,Hard_Rock
4491,4491.wav,A:hdim7,guitar,Hard_Rock
4492,4492.wav,F:hdim7,guitar,Hard_Rock
4493,4493.wav,F#:hdim7,guitar,Hard_Rock
4494,4494.wav,G:hdim7,guitar,Hard_Rock
4495,4495.wav,G#:hdim7,guitar,Hard_Rock
4496,4496.wav,A:hdim7,guitar,Hard_Rock
4497,4497.wav,A#:hdim7,guitar,Hard_Rock
4498,4498.wav,B:hdim7,guitar,Hard_Rock
4499,4499.wav,C:hdim7,guitar,Hard_Rock
4500,4500.wav,C#:hdim7,guitar,Hard_Rock
4501,4501.wav,D:hdim7,guitar,Hard_Rock
4502,4502.wav,D#:hdim7,guitar,Hard_Rock
4503,4503.wav,E:hdim7,guitar,Hard_Rock
4504,4504.wav,F:hdim7,guitar,Hard_Rock
4505,4505.wav,E:hdim7,guitar,Hard_Rock
4506,4506.wav,F:hdim7,guitar,Hard_Rock
4507,4507.wav,F#:hdim7,guitar,Hard_Rock
4508,4508.wav,G:hdim7,guitar,Hard_Rock
4509,4509.wav,G#:hdim7,guitar,Hard_Rock
4510,4510.wav,A:hdim7,guitar,Hard_Rock
4511,4511.wav,A#:hdim7,guitar,Hard_Rock
4512,4512.wav,B:hdim7,guitar,Hard_Rock
4513,4513.wav,C:hdim7,guitar,Hard_Rock
4514,4514.wav,C#:hdim7,guitar,Hard_Rock
4515,4515.wav,D:hdim7,guitar,Hard_Rock
4516,4516.wav,D#:hdim7,guitar,Hard_Rock
4517,4517.wav,E:hdim7,guitar,Hard_Rock
4518,4518.wav,C:maj,non_guitar,Steinway_Grand_Piano
4519,4519.wav,C:maj/3,non_guitar,Steinway_Grand_Piano
4520,4520.wav,C:maj/5,non_guitar,Steinway_Grand_Piano
4521,4521.wav,C#:maj,non_guitar,Steinway_Grand_Piano
4522,4522.wav,C#:maj/3,non_guitar,Steinway_Grand_Piano
4523,4523.wav,C#:maj/5,non_guitar,Steinway_Grand_Piano
4524,4524.wav,D:maj,non_guitar,Steinway_Grand_Piano
4525,4525.wav,D:maj/3,non_guitar,Steinway_Grand_Piano
4526,4526.wav,D:maj/5,non_guitar,Steinway_Grand_Piano
4527,4527.wav,D#:maj,non_guitar,Steinway_Grand_Piano
4528,4528.wav,D#:maj/3,non_guitar,Steinway_Grand_Piano
4529,4529.wav,D#:maj/5,non_guitar,Steinway_Grand_Piano
4530,4530.wav,E:maj,non_guitar,Steinway_Grand_Piano
4531,4531.wav,E:maj/3,non_guitar,Steinway_Grand_Piano
4532,4532.wav,E:maj/5,non_guitar,Steinway_Grand_Piano
4533,4533.wav,F:maj,non_guitar,Steinway_Grand_Piano
4534,4534.wav,F:maj/3,non_guitar,Steinway_Grand_Piano
4535,4535.wav,F:maj/5,non_guitar,Steinway_Grand_Piano
4536,4536.wav,F#:maj,non_guitar,Steinway_Grand_Piano
4537,4537.wav,F#:maj/3,non_guitar,Steinway_Grand_Piano
4538,4538.wav,F#:maj/5,non_guitar,Steinway_Grand_Piano
4539,4539.wav,G:maj,non_guitar,Steinway_Grand_Piano
4540,4540.wav,G:maj/3,non_guitar,Steinway_Grand_Piano
4541,4541.wav,G:maj/5,non_guitar,Steinway_Grand_Piano
4542,4542.wav,G#:maj,non_guitar,Steinway_Grand_Piano
4543,4543.wav,G#:maj/3,non_guitar,Steinway_Grand_Piano
4544,4544.wav,G#:maj/5,non_guitar,Steinway_Grand_Piano
4545,4545.wav,A:maj,non_guitar,Steinway_Grand_Piano
4546,4546.wav,A:maj/3,non_guitar,Steinway_Grand_Piano
4547,4547.wav,A:maj/5,non_guitar,Steinway_Grand_Piano
4548,4548.wav,A#:maj,non_guitar,Steinway_Grand_Piano
4549,4549.wav,A#:maj/3,non_guitar,Steinway_Grand_Piano
4550,4550.wav,A#:maj/5,non_guitar,Steinway_Grand_Piano
4551,4551.wav,B:maj,non_guitar,Steinway_Grand_Piano
4552,4552.wav,B:maj/3,non_guitar,Steinway_Grand_Piano
4553,4553.wav,B:maj/5,non_guitar,Steinway_Grand_Piano
4554,4554.wav,C:maj,non_guitar,Steinway_Grand_Piano
4555,4555.wav,C:maj/3,non_guitar,Steinway_Grand_Piano
4556,4556.wav,C:maj/5,non_guitar,Steinway_Grand_Piano
4557,4557.wav,C#:maj,non_guitar,Steinway_Grand_Piano
4558,4558.wav,C#:maj/3,non_guitar,Steinway_Grand_Piano
4559,4559.wav,C#:maj/5,non_guitar,Steinway_Grand_Piano
4560,4560.wav,D:maj,non_guitar,Steinway_Grand_Piano
4561,4561.wav,D:maj/3,non_guitar,Steinway_Grand_Piano
4562,4562.wav,D:maj/5,non_guitar,Steinway_Grand_Piano
4563,4563.wav,D#:maj,non_guitar,Steinway_Grand_Piano
4564,4564.wav,D#:maj/3,non_guitar,Steinway_Grand_Piano
4565,4565.wav,D#:maj/5,non_guitar,Steinway_Grand_Piano
4566,4566.wav,E:maj,non_guitar,Steinway_Grand_Piano
4567,4567.wav,E:maj/3,non_guitar,Steinway_Grand_Piano
4568,4568.wav,E:maj/5,non_guitar,Steinway_Grand_Piano
4569,4569.wav,F:maj,non_guitar,Steinway_Grand_Piano
4570,4570.wav,F:maj/3,non_guitar,Steinway_Grand_Piano
4571,4571.wav,F:maj/5,non_guitar,Steinway_Grand_Piano
4572,4572.wav,F#:maj,non_guitar,Steinway_Grand_Piano
4573,4573.wav,F#:maj/3,non_guitar,Steinway_Grand_Piano
4574,4574.wav,F#:maj/5,non_guitar,Steinway_Grand_Piano
4575,4575.wav,G:maj,non_guitar,Steinway_Grand_Piano
4576,4576.wav,G:maj/3,non_guitar,Steinway_Grand_Piano
4577,4577.wav,G:maj/5,non_guitar,Steinway_Grand_Piano
4578,4578.wav,G#:maj,non_guitar,Steinway_Grand_Piano
4579,4579.wav,G#:maj/3,non_guitar,Steinway_Grand_Piano
4580,4580.wav,G#:maj/5,non_guitar,Steinway_Grand_Piano
4581,4581.wav,A:maj,non_guitar,Steinway_Grand_Piano
4582,4582.wav,A:maj/3,non_guitar,Steinway_Grand_Piano
4583,4583.wav,A:maj/5,non_guitar,Steinway_Grand_Piano
4584,4584.wav,A#:maj,non_guitar,Steinway_Grand_Piano
4585,4585.wav,A#:maj/3,non_guitar,Steinway_Grand_Piano
4586,4586.wav,A#:maj/5,non_guitar,Steinway_Grand_Piano
4587,4587.wav,B:maj,non_guitar,Steinway_Grand_Piano
4588,4588.wav,B:maj/3,non_guitar,Steinway_Grand_Piano
4589,4589.wav,B:maj/5,non_guitar,Steinway_Grand_Piano
4590,4590.wav,C:min,non_guitar,Steinway_Grand_Piano
4591,4591.wav,C:min/3,non_guitar,Steinway_Grand_Piano
4592,4592.wav,C:min/5,non_guitar,Steinway_Grand_Piano
4593,4593.wav,C#:min,non_guitar,Steinway_Grand_Piano
4594,4594.wav,C#:min/3,non_guitar,Steinway_Grand_Piano
4595,4595.wav,C#:min/5,non_guitar,Steinway_Grand_Piano
4596,4596.wav,D:min,non_guitar,Steinway_Grand_Piano
4597,4597.wav,D:min/3,non_guitar,Steinway_Grand_Piano
4598,4598.wav,D:min/5,non_guitar,Steinway_Grand_Piano
4599,4599.wav,D#:min,non_guitar,Steinway_Grand_Piano
4600,4600.wav,D#:min/3,non_guitar,Steinway_Grand_Piano
4601,4601.wav,D#:min/5,non_guitar,Steinway_Grand_Piano
4602,4602.wav,E:min,non_guitar,Steinway_Grand_Piano
4603,4603.wav,E:min/3,non_guitar,Steinway_Grand_Piano
4604,4604.wav,E:min/5,non_guitar,Steinway_Grand_Piano
4605,4605.wav,F:min,non_guitar,Steinway_Grand_Piano
4606,4606.wav,F:min/3,non_guitar,Steinway_Grand_Piano
4607,4607.wav,F:min/5,non_guitar,Steinway_Grand_Piano
4608,4608.wav,F#:min,non_guitar,Steinway_Grand_Piano
4609,4609.wav,F#:min/3,non_guitar,Steinway_Grand_Piano
4610,4610.wav,F#:min/5,non_guitar,Steinway_Grand_Piano
4611,4611.wav,G:min,non_guitar,Steinway_Grand_Piano
4612,4612.wav,G:min/3,non_guitar,Steinway_Grand_Piano
4613,4613.wav,G:min/5,non_guitar,Steinway_Grand_Piano
4614,4614.wav,G#:min,non_guitar,Steinway_Grand_Piano
4615,4615.wav,G#:min/3,non_guitar,Steinway_Grand_Piano
4616,4616.wav,G#:min/5,non_guitar,Steinway_Grand_Piano
4617,4617.wav,A:min,non_guitar,Steinway_Grand_Piano
4618,4618.wav,A:min/3,non_guitar,Steinway_Grand_Piano
4619,4619.wav,A:min/5,non_guitar,Steinway_Grand_Piano
4620,4620.wav,A#:min,non_guitar,Steinway_Grand_Piano
4621,4621.wav,A#:min/3,non_guitar,Steinway_Grand_Piano
4622,4622.wav,A#:min/5,non_guitar,Steinway_Grand_Piano
4623,4623.wav,B:min,non_guitar,Steinway_Grand_Piano
4624,4624.wav,B:min/3,non_guitar,Steinway_Grand_Piano
4625,4625.wav,B:min/5,non_guitar,Steinway_Grand_Piano
4626,4626.wav,C:min,non_guitar,Steinway_Grand_Piano
4627,4627.wav,C:min/3,non_guitar,Steinway_Grand_Piano
4628,4628.wav,C:min/5,non_guitar,Steinway_Grand_Piano
4629,4629.wav,C#:min,non_guitar,Steinway_Grand_Piano
4630,4630.wav,C#:min/3,non_guitar,Steinway_Grand_Piano
4631,4631.wav,C#:min/5,non_guitar,Steinway_Grand_Piano
4632,4632.wav,D:min,non_guitar,Steinway_Grand_Piano
4633,4633.wav,D:min/3,non_guitar,Steinway_Grand_Piano
4634,4634.wav,D:min/5,non_guitar,Steinway_Grand_Piano
4635,4635.wav,D#:min,non_guitar,Steinway_Grand_Piano
4636,4636.wav,D#:min/3,non_guitar,Steinway_Grand_Piano
4637,4637.wav,D#:min/5,non_guitar,Steinway_Grand_Piano
4638,4638.wav,E:min,non_guitar,Steinway_Grand_Piano
4639,4639.wav,E:min/3,non_guitar,Steinway_Grand_Piano
4640,4640.wav,E:min/5,non_guitar,Steinway_Grand_Piano
4641,4641.wav,F:min,non_guitar,Steinway_Grand_Piano
4642,4642.wav,F:min/3,non_guitar,Steinway_Grand_Piano
4643,4643.wav,F:min/5,non_guitar,Steinway_Grand_Piano
4644,4644.wav,F#:min,non_guitar,Steinway_Grand_Piano
4645,4645.wav,F#:min/3,non_guitar,Steinway_Grand_Piano
4646,4646.wav,F#:min/5,non_guitar,Steinway_Grand_Piano
4647,4647.wav,G:min,non_guitar,Steinway_Grand_Piano
4648,4648.wav,G:min/3,non_guitar,Steinway_Grand_Piano
4649,4649.wav,G:min/5,non_guitar,Steinway_Grand_Piano
4650,4650.wav,G#:min,non_guitar,Steinway_Grand_Piano
4651,4651.wav,G#:min/3,non_guitar,Steinway_Grand_Piano
4652,4652.wav,G#:min/5,non_guitar,Steinway_Grand_Piano
4653,4653.wav,A:min,non_guitar,Steinway_Grand_Piano
4654,4654.wav,A:min/3,non_guitar,Steinway_Grand_Piano
4655,4655.wav,A:min/5,non_guitar,Steinway_Grand_Piano
4656,4656.wav,A#:min,non_guitar,Steinway_Grand_Piano
4657,4657.wav,A#:min/3,non_guitar,Steinway_Grand_Piano
4658,4658.wav,A#:min/5,non_guitar,Steinway_Grand_Piano
4659,4659.wav,B:min,non_guitar,Steinway_Grand_Piano
4660,4660.wav,B:min/3,non_guitar,Steinway_Grand_Piano
4661,4661.wav,B:min/5,non_guitar,Steinway_Grand_Piano
4662,4662.wav,C:maj7,non_guitar,Steinway_Grand_Piano
4663,4663.wav,C:maj7/3,non_guitar,Steinway_Grand_Piano
4664,4664.wav,C:maj7/5,non_guitar,Steinway_Grand_Piano
4665,4665.wav,C:maj7/7,non_guitar,Steinway_Grand_Piano
4666,4666.wav,C#:maj7,non_guitar,Steinway_Grand_Piano
4667,4667.wav,C#:maj7/3,non_guitar,Steinway_Grand_Piano
4668,4668.wav,C#:maj7/5,non_guitar,Steinway_Grand_Piano
4669,4669.wav,C#:maj7/7,non_guitar,Steinway_Grand_Piano
4670,4670.wav,D:maj7,non_guitar,Steinway_Grand_Piano
4671,4671.wav,D:maj7/3,non_guitar,Steinway_Grand_Piano
4672,4672.wav,D:maj7/5,non_guitar,Steinway_Grand_Piano
4673,4673.wav,D:maj7/7,non_guitar,Steinway_Grand_Piano
4674,4674.wav,D#:maj7,non_guitar,Steinway_Grand_Piano
4675,4675.wav,D#:maj7/3,non_guitar,Steinway_Grand_Piano
4676,4676.wav,D#:maj7/5,non_guitar,Steinway_Grand_Piano
4677,4677.wav,D#:maj7/7,non_guitar,Steinway_Grand_Piano
4678,4678.wav,E:maj7,non_guitar,Steinway_Grand_Piano
4679,4679.wav,E:maj7/3,non_guitar,Steinway_Grand_Piano
4680,4680.wav,E:maj7/5,non_guitar,Steinway_Grand_Piano
